,11DPR.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,,,,,,11DPR
,11GPG.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,,,,,,11GPG
,11MPD.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,,,,,,11MPD
,11MPR.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,,,,,,11MPR
,11QPD.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,,,,,,11QPD
,11QPR.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,,,,,,11QPR
,11ADD.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,,,,,,11ADD
,11ADR.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,,,,,,11ADR
,11AGG.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,,,,,,11AGG
,11AMD.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,,,,,,11AMD
,11AMR.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,,,,,,11AMR
,11AQD.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,,,,,,11AQD
,11AQR.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,,,,,,11AQR
,11DPD.NS,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,,,,,,11DPD
,POWERINDIA.NS,Hitachi Energy India Ltd,,,,,,POWERINDIA
,DJML.NS,DJ Mediaprint & Logistics Ltd,,,,,,DJML
,NATURAL.NS,Natural Biocon (India) Ltd,,,,,,NATURAL
,REGIS.NS,Regis Industries Ltd,,,,,,REGIS
,BILLWIN.NS,Billwin Industries Ltd,,,,,,BILLWIN
,AARTISURF.NS,Aarti Surfactants Ltd,,,,,,AARTISURF
,BONLON.NS,Bonlon Industries Ltd,,,,,,BONLON
,BOROLTD.NS,Borosil Ltd,,,,,,BOROLTD
,ROSSARI.NS,Rossari Biotech Ltd,,,,,,ROSSARI
,NDRAUTO.NS,NDR Auto Components Ltd,,,,,,NDRAUTO
,SBGLP.NS,Suratwwala Business Group Ltd,,,,,,SBGLP
,ALPL30IETF.NS,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,,,,,,ALPL30IETF
,MAXHEALTH.NS,Max Healthcare Institute Ltd,,,,,,MAXHEALTH
,ITIETF.NS,ICICI Prudential Nifty IT ETF,,,,,,ITIETF
,MAXIND.NS,Max India Ltd,,,,,,MAXIND
,HDFCNIFBAN.NS,HDFC Nifty Banking ETF,,,,,,HDFCNIFBAN
,UTIBANKETF.NS,UTI NIFTY BANK ETF,,,,,,UTIBANKETF
,HAPPSTMNDS.NS,Happiest Minds Technologies Ltd,,,,,,HAPPSTMNDS
,ROUTE.NS,Route Mobile Ltd,,,,,,ROUTE
,SAMRATFORG.NS,Samrat Forgings Ltd,,,,,,SAMRATFORG
,ADVAIT.NS,Advait Infratech Ltd,,,,,,ADVAIT
,ADL.NS,Archidply Decor Ltd,,,,,,ADL
,CAMS.NS,Computer Age Management Services Ltd,,,,,,CAMS
,CHEMCON.NS,Chemcon Speciality Chemicals Ltd,,,,,,CHEMCON
,SECMARK.NS,SecMark Consultancy Ltd,,,,,,SECMARK
,ANGELONE.NS,Angel One Ltd,,,,,,ANGELONE
,ATAM.NS,Atam Valves Ltd,,,,,,ATAM
,MAZDOCK.NS,Mazagon Dock Shipbuilders Ltd,,,,,,MAZDOCK
,UTIAMC.NS,UTI Asset Management Company Ltd,,,,,,UTIAMC
,GMPL.NS,G M Polyplast Ltd,,,,,,GMPL
,LIKHITHA.NS,Likhitha Infrastructure Ltd,,,,,,LIKHITHA
,VGIL.NS,Veer Global Infraconstruction Ltd,,,,,,VGIL
,HEMIPROP.NS,Hemisphere Properties India Ltd,,,,,,HEMIPROP
,EQUITASBNK.NS,Equitas Small Finance Bank Ltd,,,,,,EQUITASBNK
,SHINEFASH.NS,Shine Fashions (India) Ltd,,,,,,SHINEFASH
,GLAND.NS,Gland Pharma Ltd,,,,,,GLAND
,ESG.NS,Mirae Asset Nifty 100 ESG Sector Leaders ETF,,,,,,ESG
,RBA.NS,Restaurant Brands Asia Ltd,,,,,,RBA
,TARC.NS,Tarc Ltd,,,,,,TARC
,RVHL.NS,Ravinder Heights Ltd,,,,,,RVHL
,FAIRCHEMOR.NS,Fairchem Organics Ltd,,,,,,FAIRCHEMOR
,BECTORFOOD.NS,Mrs. Bectors Food Specialities Ltd,,,,,,BECTORFOOD
,AWHCL.NS,Antony Waste Handling Cell Ltd,,,,,,AWHCL
,INFRABEES.NS,Nippon India ETF Nifty Infrastructure BeES,,,,,,INFRABEES
,RFLL.NS,Rita Finance and Leasing Ltd,,,,,,RFLL
,IRFC.NS,Indian Railway Finance Corporation Ltd,,,,,,IRFC
,INDIGOPNTS.NS,Indigo Paints Ltd,,,,,,INDIGOPNTS
,HOMEFIRST.NS,Home First Finance Company India Ltd,,,,,,HOMEFIRST
,STOVEKRAFT.NS,Stove Kraft Ltd,,,,,,STOVEKRAFT
,MRP.NS,MRP Agro Ltd,,,,,,MRP
,SMCGLOBAL.NS,SMC Global Securities Ltd,,,,,,SMCGLOBAL
,NURECA.NS,Nureca Ltd,,,,,,NURECA
,RAILTEL.NS,RailTel Corporation of India Ltd,,,,,,RAILTEL
,HERANBA.NS,Heranba Industries Ltd,,,,,,HERANBA
,DAVANGERE.NS,Davangere Sugar Company Ltd,,,,,,DAVANGERE
,DRCSYSTEMS.NS,DRC Systems India Ltd,,,,,,DRCSYSTEMS
,MTARTECH.NS,MTAR Technologies Ltd,,,,,,MTARTECH
,JUBLINGREA.NS,Jubilant Ingrevia Ltd,,,,,,JUBLINGREA
,EASEMYTRIP.NS,Easy Trip Planners Ltd,,,,,,EASEMYTRIP
,KMEW.NS,Knowledge Marine & Engineering Works Ltd,,,,,,KMEW
,SUUMAYA.NS,Suumaya Corporation Ltd,,,,,,SUUMAYA
,ANURAS.NS,Anupam Rasayan India Ltd,,,,,,ANURAS
,CRAFTSMAN.NS,Craftsman Automation Ltd,,,,,,CRAFTSMAN
,LXCHEM.NS,Laxmi Organic Industries Ltd,,,,,,LXCHEM
,KALYANKJIL.NS,Kalyan Jewellers India Ltd,,,,,,KALYANKJIL
,SURYODAY.NS,Suryoday Small Finance Bank Ltd,,,,,,SURYODAY
,NAZARA.NS,Nazara Technologies Ltd,,,,,,NAZARA
,SUVIDHAA.NS,Suvidhaa Infoserve Ltd,,,,,,SUVIDHAA
,BARBEQUE.NS,Barbeque-Nation Hospitality Ltd,,,,,,BARBEQUE
,EKI.NS,EKI Energy Services Ltd,,,,,,EKI
,RCAN.NS,Rajeshwari Cans Ltd,,,,,,RCAN
,JETMALL.NS,Jetmall Spices and Masala Ltd,,,,,,JETMALL
,LODHA.NS,Macrotech Developers Ltd,,,,,,LODHA
,DEEPINDS.NS,Deep Industries Ltd,,,,,,DEEPINDS
,MAFANG.NS,Mirae Asset NYSE FANG+ ETF,,,,,,MAFANG
,HEALTHIETF.NS,ICICI Prudential Nifty Healthcare ETF,,,,,,HEALTHIETF
,IWEL.NS,Inox Wind Energy Ltd,,,,,,IWEL
,VINEETLAB.NS,Vineet Laboratories Ltd,,,,,,VINEETLAB
,SHYAMMETL.NS,Shyam Metalics and Energy Ltd,,,,,,SHYAMMETL
,SONACOMS.NS,Sona BLW Precision Forgings Ltd,,,,,,SONACOMS
,NAVODAYENT.NS,Navoday Enterprises Ltd,,,,,,NAVODAYENT
,DODLA.NS,Dodla Dairy Ltd,,,,,,DODLA
,KIMS.NS,Krishna Institute of Medical Sciences Ltd,,,,,,KIMS
,ADESHWAR.NS,Adeshwar Meditex Ltd,,,,,,ADESHWAR
,TIMESGREEN.NS,Times Green Energy (India) Ltd,,,,,,TIMESGREEN
,IPL.NS,India Pesticides Ltd,,,,,,IPL
,FOCUS.NS,Focus Business Solution Ltd,,,,,,FOCUS
,GRINFRA.NS,G R Infraprojects Ltd,,,,,,GRINFRA
,CLEAN.NS,Clean Science and Technology Ltd,,,,,,CLEAN
,AAPLUSTRAD.NS,AA Plus Tradelink Ltd,,,,,,AAPLUSTRAD
,ZOMATO.NS,Zomato Ltd,,,,,,ZOMATO
,TATVA.NS,Tatva Chintan Pharma Chem Ltd,,,,,,TATVA
,GLS.NS,Glenmark Life Sciences Ltd,,,,,,GLS
,BFSI.NS,Mirae Asset Nifty Financial Services ETF,,,,,,BFSI
,GCSL.NS,Gretex Corporate Services Ltd,,,,,,GCSL
,ROLEXRINGS.NS,Rolex Rings Ltd,,,,,,ROLEXRINGS
,FMCGIETF.NS,ICICI Prudential Nifty FMCG ETF,,,,,,FMCGIETF
,EXXARO.NS,Exxaro Tiles Ltd,,,,,,EXXARO
,KRSNAA.NS,Krsnaa Diagnostics Ltd,,,,,,KRSNAA
,WINDLAS.NS,Windlas Biotech Ltd,,,,,,WINDLAS
,DEVYANI.NS,Devyani International Ltd,,,,,,DEVYANI
,MOL.NS,Meghmani Organics Ltd,,,,,,MOL
,EPIGRAL.NS,Epigral Ltd,,,,,,EPIGRAL
,CARTRADE.NS,CarTrade Tech Ltd,,,,,,CARTRADE
,NUVOCO.NS,Nuvoco Vistas Corporation Ltd,,,,,,NUVOCO
,APTUS.NS,Aptus Value Housing Finance India Ltd,,,,,,APTUS
,CHEMPLASTS.NS,Chemplast Sanmar Ltd,,,,,,CHEMPLASTS
,SHARPLINE.NS,Sharpline Broadcast Ltd,,,,,,SHARPLINE
,AASHKA.NS,Aashka Hospitals Ltd,,,,,,AASHKA
,AXISTECETF.NS,Axis NIFTY IT ETF,,,,,,AXISTECETF
,AXISHETF.NS,Axis NIFTY Healthcare ETF,,,,,,AXISHETF
,AMIORG.NS,Ami Organics Ltd,,,,,,AMIORG
,VIJAYA.NS,Vijaya Diagnostic Centre Ltd,,,,,,VIJAYA
,POBS.NS,PlatinumOne Business Services Ltd,,,,,,POBS
,AXISCETF.NS,Axis NIFTY India Consumption ETF,,,,,,AXISCETF
,SANSERA.NS,Sansera Engineering Ltd,,,,,,SANSERA
,PREVEST.NS,Prevest Denpro Ltd,,,,,,PREVEST
,MARKOLINES.NS,Markolines Pavement Technologies Ltd,,,,,,MARKOLINES
,MASPTOP50.NS,Mirae Asset S&P 500 Top 50 ETF,,,,,,MASPTOP50
,SBLI.NS,SBL Infratech Ltd,,,,,,SBLI
,PARAS.NS,Paras Defence and Space Technologies Ltd,,,,,,PARAS
,GETALONG.NS,Getalong Enterprise Ltd,,,,,,GETALONG
,SVRL.NS,Shri Venkatesh Refineries Ltd,,,,,,SVRL
,ABSLAMC.NS,Aditya Birla Sun Life AMC Ltd,,,,,,ABSLAMC
,PROMAX.NS,Promax Power Ltd,,,,,,PROMAX
,SAMOR.NS,Samor Reality Ltd,,,,,,SAMOR
,ADISHAKTI.NS,Adishakti Loha and Ispat Ltd,,,,,,ADISHAKTI
,CONSUMIETF.NS,ICICI Prudential Nifty India Consumption ETF,,,,,,CONSUMIETF
,NYKAA.NS,FSN E-Commerce Ventures Ltd,,,,,,NYKAA
,FINOPB.NS,Fino Payments Bank Ltd,,,,,,FINOPB
,SJS.NS,S.J.S. Enterprises Ltd,,,,,,SJS
,DSPNEWETF.NS,DSP Nifty 50 Equal Weight ETF,,,,,,DSPNEWETF
,SIGACHI.NS,Sigachi Industries Ltd,,,,,,SIGACHI
,POLICYBZR.NS,PB Fintech Ltd,,,,,,POLICYBZR
,SGFRL.NS,Suyog Gurbaxani Funicular Ropeways Ltd,,,,,,SGFRL
,PAYTM.NS,One 97 Communications Ltd,,,,,,PAYTM
,SAPPHIRE.NS,Sapphire Foods India Ltd,,,,,,SAPPHIRE
,LATENTVIEW.NS,Latent View Analytics Ltd,,,,,,LATENTVIEW
,TARSONS.NS,Tarsons Products Ltd,,,,,,TARSONS
,OMNIPOTENT.NS,Omnipotent Industries Ltd,,,,,,OMNIPOTENT
,GOCOLORS.NS,Go Fashion (India) Ltd,,,,,,GOCOLORS
,DMR.NS,DMR Hydroengineering & Infrastructures Ltd,,,,,,DMR
,HITECH.NS,Hi-Tech Pipes Ltd,,,,,,HITECH
,STARHEALTH.NS,Star Health and Allied Insurance Company Ltd,,,,,,STARHEALTH
,TEGA.NS,Tega Industries Ltd,,,,,,TEGA
,MAHKTECH.NS,Mirae Asset Hang Seng TECH ETF,,,,,,MAHKTECH
,ANANDRATHI.NS,Anand Rathi Wealth Ltd,,,,,,ANANDRATHI
,ZODIAC.NS,Zodiac Energy Ltd,,,,,,ZODIAC
,RATEGAIN.NS,RateGain Travel Technologies Ltd,,,,,,RATEGAIN
,SHRIRAMPPS.NS,Shriram Properties Ltd,,,,,,SHRIRAMPPS
,JETFREIGHT.NS,Jet Freight Logistics Ltd,,,,,,JETFREIGHT
,MAPMYINDIA.NS,C.E. Info Systems Ltd,,,,,,MAPMYINDIA
,METROBRAND.NS,Metro Brands Ltd,,,,,,METROBRAND
,MEDPLUS.NS,Medplus Health Services Ltd,,,,,,MEDPLUS
,DATAPATTNS.NS,Data Patterns (India) Ltd,,,,,,DATAPATTNS
,HPAL.NS,HP Adhesives Ltd,,,,,,HPAL
,SUPRIYA.NS,Supriya Lifescience Ltd,,,,,,SUPRIYA
,CLARA.NS,Clara Industries Ltd,,,,,,CLARA
,MONQ50.NS,Motilal Oswal Nasdaq Q 50 ETF,,,,,,MONQ50
,DSPQ50ETF.NS,DSP Nifty Midcap 150 Quality 50 ETF,,,,,,DSPQ50ETF
,BRANDBUCKT.NS,Brandbucket Media & Technology Ltd,,,,,,BRANDBUCKT
,DSPN50ETF.NS,DSP Nifty 50 ETF,,,,,,DSPN50ETF
,CMSINFO.NS,CMS Info Systems Ltd,,,,,,CMSINFO
,BCONCEPTS.NS,Brand Concepts Ltd,,,,,,BCONCEPTS
,FABINO.NS,Fabino Life Sciences Ltd,,,,,,FABINO
,WEL.NS,Wonder Electricals Ltd,,,,,,WEL
,AUTOIETF.NS,ICICI Prudential Nifty Auto ETF,,,,,,AUTOIETF
,AGSTRA.NS,AGS Transact Technologies Ltd,,,,,,AGSTRA
,ALKOSIGN.NS,Alkosign Ltd,,,,,,ALKOSIGN
,MAKEINDIA.NS,Mirae Asset Nifty India Manufacturing ETF,,,,,,MAKEINDIA
,AWL.NS,Adani Wilmar Ltd,,,,,,AWL
,QRIL.NS,Quality RO Industries Ltd,,,,,,QRIL
,SSTL.NS,Safa Systems & Technologies Ltd,,,,,,SSTL
,DEVIT.NS,Dev Information Technology Ltd,,,,,,DEVIT
,MANYAVAR.NS,Vedant Fashions Ltd,,,,,,MANYAVAR
,SPITZE.NS,Maruti Interior Products Ltd,,,,,,SPITZE
,MOMOMENTUM.NS,Motilal Oswal Nifty 200 Momentum 30 ETF,,,,,,MOMOMENTUM
,SOFTTECH.NS,Softtech Engineers Ltd,,,,,,SOFTTECH
,TECH.NS,Aditya Birla Sunlife Nifty IT ETF,,,,,,TECH
,HEALTHY.NS,Aditya Birla Sun Life Nifty Healthcare ETF,,,,,,HEALTHY
,BSLNIFTY.NS,Aditya Birla Sun Life Nifty 50 ETF,,,,,,BSLNIFTY
,EKENNIS.NS,Ekennis Software Service Ltd,,,,,,EKENNIS
,MIDCAPETF.NS,Mirae Asset Nifty Midcap 150 ETF,,,,,,MIDCAPETF
,EUREKAFORBE.NS,Eureka Forbes Ltd,,,,,,EUREKAFORBE
,GATEWAY.NS,Gateway Distriparks Ltd,,,,,,GATEWAY
,GMRP&UI.NS,GMR Power and Urban Infra Ltd,,,,,,GMRP&UI
,BCCL.NS,Bhatia Colour Chem Ltd,,,,,,BCCL
,MSUMI.NS,Motherson Sumi Wiring India Ltd,,,,,,MSUMI
,ACHYUT.NS,Achyut Healthcare Ltd,,,,,,ACHYUT
,EVOQ.NS,Evoq Remedies Ltd,,,,,,EVOQ
,MOLOWVOL.NS,Motilal Oswal S&P BSE Low Volatility ETF,,,,,,MOLOWVOL
,AVROIND.NS,Avro India Ltd,,,,,,AVROIND
,UMAEXPORTS.NS,Uma Exports Ltd,,,,,,UMAEXPORTS
,VERANDA.NS,Veranda Learning Solutions Ltd,,,,,,VERANDA
,SEML.NS,Sunrise Efficient Marketing Ltd,,,,,,SEML
,DHYAANI.NS,Dhyaani Tile and Marblez Ltd,,,,,,DHYAANI
,HARIOMPIPE.NS,Hariom Pipe Industries Ltd,,,,,,HARIOMPIPE
,EIGHTY.NS,Eighty Jewellers Ltd,,,,,,EIGHTY
,SFSL.NS,Shashwat Furnishing Solutions Ltd,,,,,,SFSL
,GLHRL.NS,Global Longlife Hospital and Research Ltd,,,,,,GLHRL
,FONE4.NS,Fone4 Communications (India) Ltd,,,,,,FONE4
,NVENTURES.NS,Nanavati Ventures Ltd,,,,,,NVENTURES
,CAMPUS.NS,Campus Activewear Ltd,,,,,,CAMPUS
,RAINBOW.NS,Rainbow Children's Medicare Ltd,,,,,,RAINBOW
,SILVERTUC.NS,Silver Touch Technologies Ltd,,,,,,SILVERTUC
,LICI.NS,Life Insurance Corporation of India,,,,,,LICI
,PRUDENT.NS,Prudent Corporate Advisory Services Ltd,,,,,,PRUDENT
,VENUSPIPES.NS,Venus Pipes & Tubes Ltd,,,,,,VENUSPIPES
,DELHIVERY.NS,Delhivery Ltd,,,,,,DELHIVERY
,PARADEEP.NS,Paradeep Phosphates Ltd,,,,,,PARADEEP
,TIERRA.NS,Tierra Agrotech Ltd,,,,,,TIERRA
,ETHOSLTD.NS,Ethos Ltd,,,,,,ETHOSLTD
,EMUDHRA.NS,eMudhra Ltd,,,,,,EMUDHRA
,AETHER.NS,Aether Industries Ltd,,,,,,AETHER
,WEWIN.NS,We Win Ltd,,,,,,WEWIN
,SILVERPRL.NS,Silver Pearl Hospitality & Luxury Spaces Ltd,,,,,,SILVERPRL
,SCARNOSE.NS,Scarnose International Ltd,,,,,,SCARNOSE
,GOEL.NS,Goel Food Products Ltd,,,,,,GOEL
,MODIS.NS,Modis Navnirman Ltd,,,,,,MODIS
,PGCRL.NS,Pearl Green Clubs and Resorts Ltd,,,,,,PGCRL
,SAILANI.NS,Sailani Tours N Travels Ltd,,,,,,SAILANI
,KESAR.NS,Kesar India Ltd,,,,,,KESAR
,BRRL.NS,B-Right Realestate Ltd,,,,,,BRRL
,JAYANT.NS,Jayant Infratech Ltd,,,,,,JAYANT
,VEERKRUPA.NS,Veerkrupa Jewellers Ltd,,,,,,VEERKRUPA
,HEALTHYLIFE.NS,Healthy Life Agritec Ltd,,,,,,HEALTHYLIFE
,DDEVPLASTIK.NS,Ddev Plastiks Industries Ltd,,,,,,DDEVPLASTIK
,MOHEALTH.NS,Motilal Oswal S&P BSE Healthcare ETF,,,,,,MOHEALTH
,MOM30IETF.NS,ICICI Prudential Nifty 200 Momentum 30 ETF,,,,,,MOM30IETF
,HDFCNIF100.NS,HDFC NIFTY 100 ETF,,,,,,HDFCNIF100
,HDFCNEXT50.NS,HDFC Mutual Fund,,,,,,HDFCNEXT50
,INFRAIETF.NS,ICICI Prudential Nifty Infrastructure ETF,,,,,,INFRAIETF
,SYRMA.NS,Syrma SGS Technology Ltd,,,,,,SYRMA
,NIFTYQLITY.NS,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,,,,,,NIFTYQLITY
,MOMENTUM.NS,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,,,,,,MOMENTUM
,MOVALUE.NS,Motilal Oswal S&P BSE Enhanced Value ETF,,,,,,MOVALUE
,MOQUALITY.NS,Motilal Oswal S&P BSE Quality ETF,,,,,,MOQUALITY
,OLATECH.NS,Olatech Solutions Ltd,,,,,,OLATECH
,NATURO.NS,Naturo Indiabull Ltd,,,,,,NATURO
,RHETAN.NS,Rhetan TMT Ltd,,,,,,RHETAN
,DREAMFOLKS.NS,Dreamfolks Services Ltd,,,,,,DREAMFOLKS
,DBOL.NS,Dhampur Bio Organics Ltd,,,,,,DBOL
,DPL.NS,Dipna Pharmachem Ltd,,,,,,DPL
,EPBIO.NS,EP Biocomposites Ltd,,,,,,EPBIO
,TMB.NS,Tamilnad Mercantile Bank Ltd,,,,,,TMB
,VOEPL.NS,Virtuoso Optoelectronics Ltd,,,,,,VOEPL
,SISL.NS,Shantidoot Infra Services Ltd,,,,,,SISL
,KSOLVES.NS,Ksolves India Ltd,,,,,,KSOLVES
,HARSHA.NS,Harsha Engineers International Ltd,,,,,,HARSHA
,HDFCQUAL.NS,HDFC NIFTY100 Quality 30 ETF,,,,,,HDFCQUAL
,CONTAINE.NS,Containe Technologies Ltd,,,,,,CONTAINE
,HDFCGROWTH.NS,HDFC NIFTY Growth Sectors 15 ETF,,,,,,HDFCGROWTH
,HDFCVALUE.NS,HDFC NIFTY50 Value 20 ETF,,,,,,HDFCVALUE
,MAFIA.NS,Mafia Trends Ltd,,,,,,MAFIA
,TIPSFILMS.NS,Tips Films Ltd,,,,,,TIPSFILMS
,SRSOLTD.NS,Silicon Rental Solutions Ltd,,,,,,SRSOLTD
,TLL.NS,Trident Lifeline Ltd,,,,,,TLL
,REETECH.NS,Reetech International Cargo and Courier Ltd,,,,,,REETECH
,CARGOTRANS.NS,Cargotrans Maritime Ltd,,,,,,CARGOTRANS
,CNCRD.NS,Concord Control Systems Ltd,,,,,,CNCRD
,INA.NS,Insolation Energy Ltd,,,,,,INA
,CARGOSOL.NS,Cargosol Logistics Ltd,,,,,,CARGOSOL
,STML.NS,Steelman Telecom Ltd,,,,,,STML
,VEDANTASSET.NS,Vedant Asset Ltd,,,,,,VEDANTASSET
,MAAGHADV.NS,Maagh Advertising and Marketing Services Ltd,,,,,,MAAGHADV
,SECURCRED.NS,SecUR Credentials Ltd,,,,,,SECURCRED
,EMIL.NS,Electronics Mart India Ltd,,,,,,EMIL
,HDFCLOWVOL.NS,HDFC NIFTY100 Low Volatility 30 ETF,,,,,,HDFCLOWVOL
,HDFCMOMENT.NS,HDFC NIFTY200 Momentum 30 ETF,,,,,,HDFCMOMENT
,PPLPHARMA.NS,Piramal Pharma Ltd,,,,,,PPLPHARMA
,DCI.NS,Dc Infotech and Communication Ltd,,,,,,DCI
,PACE.NS,Pace E-Commerce Ventures Ltd,,,,,,PACE
,TRACXN.NS,Tracxn Technologies Ltd,,,,,,TRACXN
,NARMADA.NS,Narmada Agrobase Ltd,,,,,,NARMADA
,INFOBEAN.NS,Infobeans Technologies Ltd,,,,,,INFOBEAN
,HPIL.NS,Hindprakash Industries Ltd,,,,,,HPIL
,DCXINDIA.NS,DCX Systems Ltd,,,,,,DCXINDIA
,DAPS.NS,DAPS Advertising Ltd,,,,,,DAPS
,FUSION.NS,Fusion Micro Finance Ltd,,,,,,FUSION
,BIKAJI.NS,Bikaji Foods International Ltd,,,,,,BIKAJI
,MEDANTA.NS,Global Health Ltd,,,,,,MEDANTA
,TECHNOPACK.NS,Technopack Polymers Ltd,,,,,,TECHNOPACK
,ACI.NS,Archean Chemical Industries Ltd,,,,,,ACI
,FIVESTAR.NS,Five-Star Business Finance Ltd,,,,,,FIVESTAR
,KAYNES.NS,Kaynes Technology India Ltd,,,,,,KAYNES
,HDFCNIFIT.NS,HDFC NIFTY IT ETF,,,,,,HDFCNIFIT
,HDFCPVTBAN.NS,HDFC NIFTY Private Bank ETF,,,,,,HDFCPVTBAN
,INOXGREEN.NS,Inox Green Energy Services Ltd,,,,,,INOXGREEN
,BBTCL.NS,B&B Triplewall Containers Ltd,,,,,,BBTCL
,RUSTOMJEE.NS,Keystone Realtors Ltd,,,,,,RUSTOMJEE
,VINNY.NS,Vinny Overseas Ltd,,,,,,VINNY
,AAATECH.NS,AAA Technologies Ltd,,,,,,AAATECH
,FINIETF.NS,ICICI Prudential Nifty Financial Services Ex-Bank ETF,,,,,,FINIETF
,AMBOAGRI.NS,Ambo Agritec Ltd,,,,,,AMBOAGRI
,SIRCA.NS,Sirca Paints India Ltd,,,,,,SIRCA
,DHARMAJ.NS,Dharmaj Crop Guard Ltd,,,,,,DHARMAJ
,SARVESHWAR.NS,Sarveshwar Foods Ltd,,,,,,SARVESHWAR
,UNIPARTS.NS,Uniparts India Ltd,,,,,,UNIPARTS
,GARGI.NS,PNGS Gargi Fashion Jewellery Ltd,,,,,,GARGI
,COMMOIETF.NS,ICICI Prudential Nifty Commodities ETF,,,,,,COMMOIETF
,SULA.NS,Sula Vineyards Ltd,,,,,,SULA
,AHL.NS,Abans Holdings Ltd,,,,,,AHL
,DRONACHRYA.NS,Droneacharya Aerial Innovations Ltd,,,,,,DRONACHRYA
,LANDMARK.NS,Landmark Cars Ltd,,,,,,LANDMARK
,IEL.NS,Indiabulls Enterprises Ltd,,,,,,IEL
,KFINTECH.NS,KFin Technologies Ltd,,,,,,KFINTECH
,ELIN.NS,Elin Electronics Ltd,,,,,,ELIN
,RADIANTCMS.NS,Radiant Cash Management Services Ltd,,,,,,RADIANTCMS
,AVEER.NS,Aveer Foods Ltd,,,,,,AVEER
,DSPBANKETF.NS,DSP Nifty Bank ETF,,,,,,DSPBANKETF
,SAH.NS,Sah Polymers Ltd,,,,,,SAH
,REXSEAL.NS,Rex Sealing and Packing Industries Ltd,,,,,,REXSEAL
,SVS.NS,SVS Ventures Ltd,,,,,,SVS
,ELIL.NS,Eastern Logica Infoway Ltd,,,,,,ELIL
,KAMOPAINTS.NS,Kamdhenu Ventures Ltd,,,,,,KAMOPAINTS
,AARTIPHARM.NS,Aarti Pharmalabs Ltd,,,,,,AARTIPHARM
,DHARNI.NS,Dharni Capital Services Ltd,,,,,,DHARNI
,TRANSVOY.NS,Transvoy Logistics India Ltd,,,,,,TRANSVOY
,EARTH.NS,Earthstahl & Alloys Ltd,,,,,,EARTH
,ASHIKA.NS,Ashika Credit Capital Ltd,,,,,,ASHIKA
,BTML.NS,Bodhi Tree Multimedia Ltd,,,,,,BTML
,NSLNISP.NS,NMDC Steel Ltd,,,,,,NSLNISP
,INDONG.NS,Indong Tea Company Ltd,,,,,,INDONG
,HDFCBSE500.NS,HDFC S&P BSE 500 ETF,,,,,,HDFCBSE500
,HDFCSML250.NS,HDFC NIFTY Smallcap 250 ETF,,,,,,HDFCSML250
,HDFCMID150.NS,HDFC NIFTY Midcap 150 ETF,,,,,,HDFCMID150
,SEALMATIC.NS,Sealmatic India Ltd,,,,,,SEALMATIC
,ROBU.NS,Macfos Ltd,,,,,,ROBU
,PATRON.NS,Patron Exim Ltd,,,,,,PATRON
,SVJ.NS,S. V. J. ENTERPRISES Ltd,,,,,,SVJ
,AMANAYA.NS,Amanaya Ventures Ltd,,,,,,AMANAYA
,RESGEN.NS,Resgen Ltd,,,,,,RESGEN
,ITCONS.NS,ITCONS E-Solutions Ltd,,,,,,ITCONS
